id;text;label;predict_proba;predict_label;lime_weights
347;Averse to using power banks since my Samsung handphone's battery leaked after using such a thing.;negative;[0.5646130907867379, 0.4049116650629289, 0.030475244150333217];negative;{'negative': [('power', 0.18345222526366556), ('Samsung', -0.11241148118254189), ('using', -0.0775118404529663), ('thing', 0.07553346012477075), ('after', 0.06549280800532675), ('such', 0.04350144653000546)], 'neutral': [('power', -0.1812075320132527), ('Samsung', 0.12662091840780046), ('using', 0.10198698905672963), ('thing', -0.06942586435172111), ('after', -0.06731174005061236), ('such', -0.05759577831493314)], 'positive': [('using', -0.02654914836694113), ('Samsung', -0.015674497227914974), ('such', 0.012540573086339935), ('to', 0.010288643943964318), ('battery', -0.009533896691896863), ('since', 0.00859129831769772)]}
602;The Uc1000 bottle is so darn difficult to open, makes my hands hurt.;negative;[0.7230887326019305, 0.15098315774785925, 0.12592810965021034];negative;{'negative': [('so', 0.24494736075963905), ('makes', 0.14071848417867205), ('open', -0.12369302855171867), ('is', 0.06310320369851832), ('difficult', 0.05563202092076584), ('darn', -0.052931731584148344)], 'neutral': [('so', -0.21091595819603462), ('makes', -0.14361318782540894), ('open', 0.11813501709797164), ('is', -0.11587789550475203), ('hands', 0.07890345890881242), ('The', -0.05476521522490257)], 'positive': [('difficult', -0.07679690817218628), ('The', 0.06066652585627148), ('is', 0.05292776961682137), ('hands', -0.033336811100385576), ('so', -0.033218764107935166), ('to', 0.03041407645445018)]}
603;Looking for a nostalgic mood in Jogja, and this place fits the bill! The food menu is dominated by Dutch-inspired dishes. My favorite is the sirloin steak. This restaurant also has a bakery with vintage-style bread options.;positive;[0.01804914916546607, 0.010637701473886818, 0.971313149360647];positive;{'negative': [('place', -0.05560050168884906), ('also', -0.042004859496326506), ('by', -0.03457443717561456), ('menu', -0.03429918804399019), ('the', -0.03362594300495749), ('with', -0.03325498897331006)], 'neutral': [('is', -0.06052890006097614), ('place', -0.05451073064370304), ('food', -0.04999182549163887), ('the', -0.04611118997737501), ('and', -0.0446716112449118), ('menu', -0.03822125941141317)], 'positive': [('place', 0.11370154051294067), ('the', 0.08565757380892193), ('is', 0.08499843637752243), ('menu', 0.07702282363118773), ('and', 0.07134387493018596), ('food', 0.06896384787532056)]}
235;The Head of the House of Representative appreciates the peaceful procession of the Simultaneous Regional Election;neutral;[0.20200345188797472, 0.5516344560734991, 0.24636209203852602];neutral;{'negative': [('House', -0.08291377752156703), ('Representative', 0.0770121246662303), ('of', 0.07097051476540268), ('Regional', -0.0654822854651625), ('The', -0.0034764354193498968), ('Head', 0.002021078794897962)], 'neutral': [('Regional', 0.3310141065901567), ('the', -0.2624517920275668), ('House', 0.16564423787700652), ('The', -0.09132256863777873), ('of', -0.07106821210064646), ('Representative', -0.07013442294674352)], 'positive': [('Regional', -0.2653073064614749), ('the', 0.2648431272798189), ('The', 0.09505009963172245), ('House', -0.08277090628475435), ('Representative', -0.006849393049799252), ('Simultaneous', -0.005550596034975927)]}
390;You can't even pay your own employees right, and you wanna manage a state-owned enterprise? Get real, fool.;negative;[0.08810954806402563, 0.7866174748384098, 0.12527297709756438];neutral;{'negative': [('even', 0.07627441831652847), ('Get', -0.06643564329392583), ('you', -0.06542541360880307), ('pay', 0.05723609746415182), ('You', -0.05672013755155338), ('own', -0.055557785458846126)], 'neutral': [('Get', 0.13764439129789674), ('and', -0.133477487670641), ('even', -0.11176550286576907), ('own', 0.08167897060772299), ('real', 0.07306758549503252), ('you', 0.06619507720463744)], 'positive': [('Get', -0.08073650337913627), ('and', 0.07998500781893601), ('right', 0.06772822976137885), ('can', 0.05269711964388439), ('real', -0.04172829193740281), ('state', -0.031876711537001015)]}
860;There's a lot of cellphone brands to choose from in Indonesia. If you don't like the way Xiaomi runs their business, just pick another brand. Just relax;neutral;[0.24400676328013704, 0.650030198029698, 0.1059630386901649];neutral;{'negative': [('like', 0.13647752712095057), ('you', -0.0812734002386279), ('pick', 0.07663817741273948), ('There', -0.05665219145621841), ('in', -0.054970120421906896), ('If', -0.03929660193242751)], 'neutral': [('like', -0.1262707094262365), ('pick', -0.07769698210315971), ('you', 0.07178272412436318), ('another', 0.069156588961938), ('brand', 0.06155839409471565), ('There', 0.06039287074199371)], 'positive': [('relax', 0.06631402336628553), ('lot', 0.05443701384906172), ('business', -0.05338610533068077), ('another', -0.05093652639985732), ('brand', -0.05020559699067548), ('choose', 0.03793926795114635)]}
121;Ever eaten on the poolside of Hilton Hotel? Not recommended at all in terms of taste and price. Lack of flavour in the dishes. I brought 20 people, all were upset.;negative;[0.4541030726779938, 0.24659449531236088, 0.2993024320096454];negative;{'negative': [('Not', 0.14112332950694934), ('Hotel', 0.13204890069687938), ('in', -0.10929056256138031), ('eaten', -0.09697890336967477), ('all', 0.09501891463575401), ('recommended', -0.0819090453497164)], 'neutral': [('all', -0.15777224545346386), ('and', -0.12693765839925827), ('in', 0.11739284406357162), ('brought', 0.10738847836700227), ('the', -0.10641712406227588), ('Ever', -0.08113089091309884)], 'positive': [('the', 0.12980455759138473), ('recommended', 0.11504781893612272), ('and', 0.10180675339723314), ('Not', -0.07404618576647261), ('people', -0.06751704643451865), ('brought', -0.06669933875367157)]}
400;The place is unique. While eating, we're also pampered with the fully unique place. Lots of wooden objects and gallery. Also no need to worry about children. There's also children's toys. So we can eat more comfortably.;positive;[0.01810686971620195, 0.01037443398147528, 0.9715186963023228];positive;{'negative': [('place', -0.11753186370303369), ('also', -0.07561130561350848), ('no', 0.06062225078802262), ('unique', -0.052076002022488535), ('Also', -0.04294100059241505), ('can', -0.04097478499119376)], 'neutral': [('place', -0.07873698415597295), ('and', -0.04083581826695341), ('So', -0.030548094939185987), ('is', -0.029961804029576634), ('eating', -0.027299715068915997), ('re', -0.025976301763865266)], 'positive': [('place', 0.19387825929409674), ('also', 0.08260668089350337), ('unique', 0.06846963060936365), ('and', 0.059784028813821014), ('with', 0.058378551157122795), ('can', 0.05596495409752686)]}
771;If you come here, make sure to order the sambal roa cassava. The fried cassava combined with sambal roa tastes amazing. The other ones are great too but for me and the fam, our favorite is of course cassavas coupled with a good coffee.;positive;[0.002882830527327687, 0.002974411899898037, 0.9941427575727745];positive;{'negative': [('great', -0.026052761237249065), ('with', -0.02417958123776136), ('fried', -0.022360464194972642), ('here', -0.021333405451714076), ('amazing', -0.01902062300547339), ('coffee', -0.016595024616378143)], 'neutral': [('great', -0.03274826102353103), ('good', -0.030441203613338713), ('The', -0.028815854871136786), ('the', -0.028390391913933628), ('with', -0.027105976591392678), ('and', -0.027016800355933818)], 'positive': [('great', 0.05926796919612041), ('with', 0.05343410735206258), ('fried', 0.048329143360502855), ('The', 0.04702287076467065), ('the', 0.04505632925872861), ('here', 0.044675572348485175)]}
291;His phone had an error when he first turned it on;negative;[0.6023462191253323, 0.3529068335407883, 0.04474694733387936];negative;{'negative': [('His', 0.21913227464457022), ('had', 0.15828539284979806), ('first', -0.14056528154574857), ('it', 0.055958174405076236), ('an', -0.047630862895302335), ('turned', -0.037342625371614466)], 'neutral': [('His', -0.18389530891964367), ('had', -0.14621780454199193), ('first', 0.13255693881426572), ('phone', -0.07032825427191107), ('an', 0.06410325827598491), ('it', -0.0592831481961804)], 'positive': [('phone', 0.03669942800391963), ('His', -0.028421555380401076), ('he', -0.018450275594897484), ('first', 0.015497394781065052), ('when', -0.013989512368551256), ('error', -0.010249777291503365)]}
998;Having enough sleep every day can prevent your body from being exhausted and instead energizes you when waking up in the morning;neutral;[0.6297598812957964, 0.25470338751850813, 0.11553673118569534];negative;{'negative': [('morning', 0.25244892634633265), ('enough', 0.14782027297646555), ('you', -0.12206227952839845), ('can', -0.11639827413809806), ('sleep', 0.0808389619796515), ('being', 0.08029759381315962)], 'neutral': [('morning', -0.23587940210859673), ('enough', -0.15864700235032664), ('and', -0.12373542513959096), ('you', 0.09839714427282853), ('Having', 0.07931827825866883), ('body', 0.07625230496036031)], 'positive': [('body', -0.061398632948209346), ('and', 0.054858916590116755), ('can', 0.04340077625824311), ('morning', -0.03664595564805938), ('the', 0.03296114552785463), ('instead', 0.03268595464252793)]}
770;This restaurant is wonderfully romantic, with a breathtaking view especially at night.;positive;[0.07750520812918038, 0.021361887187799303, 0.9011329046830203];positive;{'negative': [('romantic', -0.20346075647751846), ('with', -0.1191476738810884), ('This', 0.09030155718059928), ('restaurant', -0.06487192773911732), ('breathtaking', -0.053320809462819675), ('night', 0.047333127399608016)], 'neutral': [('romantic', -0.10056023788690004), ('This', -0.08308764062630562), ('is', -0.0785764537054039), ('at', 0.05985737260519389), ('restaurant', -0.04805749170145483), ('with', -0.03909047896679581)], 'positive': [('romantic', 0.2987471041062872), ('with', 0.15845536009948086), ('restaurant', 0.10896287781728464), ('at', -0.10338846917536998), ('is', 0.08796496917249293), ('view', 0.061252215868164005)]}
220;Good afternoon, Ma'am. Regarding Mandiri Bank's banking products, how may we help you? Yogi;neutral;[0.08877787309400915, 0.8998606985787924, 0.011361428327198447];neutral;{'negative': [('may', -0.15305666760441136), ('Good', 0.08861846836382821), ('Regarding', -0.08396043545555848), ('help', -0.08068017687087624), ('how', 0.08026211042215145), ('you', -0.06283725149577973)], 'neutral': [('may', 0.17002561476394978), ('Good', -0.10640074485402218), ('Regarding', 0.09261146002861546), ('help', 0.08558173430062035), ('how', -0.07353424162500924), ('you', 0.0636211344616706)], 'positive': [('Good', 0.01907356998147841), ('may', -0.016182386593676146), ('Bank', -0.009270576554312866), ('Mandiri', -0.008056128362112586), ('Regarding', -0.007571309248478758), ('how', -0.0056381757128071185)]}
928;The vibe in this place was truly amazing. One time we came here at dusk, and we got a spot facing the waterfall. Splashing sounds of the waterfall and the rural mood of the villages added to the pleasant mood for our dinner that time. Food was served traditionally and they gave our taste buds an interesting flavour.;positive;[0.07093771393700363, 0.012585620804113754, 0.9164766652588827];positive;{'negative': [('the', -0.11383686799360881), ('was', 0.10589110172329896), ('and', -0.08004139529958541), ('here', -0.0742179658604981), ('place', -0.07407480502821294), ('One', -0.07020248888463938)], 'neutral': [('and', -0.09781595550670537), ('the', -0.0763504167923268), ('was', -0.0566458327729747), ('Food', -0.03503467493143562), ('place', -0.02607595479762511), ('this', -0.025993248138603743)], 'positive': [('the', 0.1809069712711391), ('and', 0.16599324973356816), ('place', 0.08999303800949725), ('here', 0.08563963536636253), ('spot', 0.07163271579081275), ('amazing', 0.0712460235953541)]}
754;The price is way too high, even though the food is just your typical Indonesian food. You could enjoy similar dishes in other places for way less. Even the darn fried rice costs an arm and a leg! So frustrating.;negative;[0.3057154181721001, 0.01445223015573471, 0.6798323516721652];positive;{'negative': [('fried', -0.1715377851869427), ('too', 0.13411323638851072), ('frustrating', 0.09979361052509933), ('enjoy', -0.09818225072721228), ('price', -0.09375891073582723), ('the', -0.0919091791659432)], 'neutral': [('food', -0.0690894531235841), ('is', -0.047551108598178744), ('and', -0.038112177714745996), ('the', -0.03163397790799737), ('So', -0.031167654347198693), ('too', -0.030295940295130122)], 'positive': [('fried', 0.20141527067732704), ('food', 0.16086251160713183), ('the', 0.13315025103533257), ('enjoy', 0.11390965701257943), ('frustrating', -0.09714983334711039), ('too', -0.0930282708122955)]}
183;In my aforementioned blocked MyCare account, I have added my new IM3 number.;neutral;[0.11831440592635965, 0.8605519506689112, 0.021133643404728897];neutral;{'negative': [('account', -0.20584125379021734), ('new', 0.1082005638695137), ('In', -0.06338866565624103), ('number', -0.03889642824627621), ('my', 0.0316339709866672), ('have', 0.02039370053345517)], 'neutral': [('account', 0.22869752120513898), ('new', -0.10793250279754502), ('In', 0.06858509070518204), ('number', 0.03117351573061038), ('my', -0.03052208905332069), ('have', -0.026965120709446334)], 'positive': [('account', -0.022898645032665248), ('number', 0.007668916699603372), ('have', 0.006501313579076375), ('In', -0.005232967505590244), ('my', -0.001150296933403768), ('blocked', 0.0004413473361383713)]}
583;The 120 candidates who passed will be divided into 4 classes, with 30 students in each of them.;neutral;[0.30744190941410615, 0.623925502410527, 0.06863258817536684];neutral;{'negative': [('will', -0.21629508829834124), ('who', 0.14234208533622364), ('passed', 0.1350396596684702), ('120', -0.11964142952596939), ('them', 0.09727664017672859), ('with', -0.07249426458552298)], 'neutral': [('will', 0.21900751898760135), ('passed', -0.14870221717324375), ('120', 0.14804102491783977), ('who', -0.1448202820772861), ('them', -0.08570631135581672), ('in', 0.06680986575585558)], 'positive': [('120', -0.03621360190835524), ('with', 0.030689482495929392), ('students', 0.02858537696446254), ('The', 0.027902830741132516), ('each', -0.022209626202609512), ('them', -0.017832345065562933)]}
276;What is this, high price, minimal service!;negative;[0.6222149272775156, 0.14316990959921874, 0.2346151631232659];negative;{'negative': [('this', 0.19180504713790292), ('What', 0.18677582803899784), ('price', -0.16457353707085054), ('high', 0.09867862983542196), ('minimal', -0.07745286507952681), ('service', -0.043487739015346354)], 'neutral': [('this', -0.2003511510411014), ('minimal', 0.1748755603998114), ('What', -0.13769401641616638), ('is', -0.1335138820413446), ('service', -0.07669933329728978), ('high', 0.04335023165392729)], 'positive': [('high', -0.14379336776490853), ('price', 0.12598059455993904), ('service', 0.12292108863685194), ('is', 0.09963176483352074), ('minimal', -0.09591741463152574), ('What', -0.0485451635507314)]}
73;I met him in the dorm we lived in during our university days.;neutral;[0.2709737346112586, 0.6265993730821824, 0.10242689230655933];neutral;{'negative': [('in', -0.1672217370723841), ('days', 0.12390353927991947), ('him', 0.1214207920639397), ('university', -0.11563649767310097), ('met', 0.05568867005350865), ('during', -0.05527597767411448)], 'neutral': [('in', 0.19160730889318434), ('him', -0.13607627675198009), ('university', 0.107765444608353), ('days', -0.10563144042335937), ('the', -0.08132254820792012), ('during', 0.035684872546435056)], 'positive': [('the', 0.048543317563066395), ('in', -0.02688863146295167), ('our', 0.02252669684225298), ('days', -0.020080819282025965), ('we', -0.01818546418096442), ('during', 0.017001714338906616)]}
802;Come on where's my confirmation? I've paid for it and sent the payment slip already, but my e-ticket won't come out? I'm disappointed, don't leave me hanging like this.;negative;[0.9192424729693933, 0.059504659262685666, 0.021252867767921114];negative;{'negative': [('disappointed', 0.13189063280187452), ('already', 0.10326549219218181), ('like', 0.0996658553192978), ('payment', -0.07417301263232798), ('this', 0.07237014948233536), ('me', 0.05974452313063292)], 'neutral': [('disappointed', -0.11404418487577055), ('like', -0.08887233644774761), ('already', -0.08542422306300614), ('payment', 0.07696244571371125), ('this', -0.07433405953084395), ('and', -0.0641090821907373)], 'positive': [('already', -0.02086862518528973), ('disappointed', -0.019889470506563152), ('and', 0.01612258705758061), ('where', 0.015244065479475682), ('like', -0.013768476856697576), ('me', -0.011646765812653887)]}
831;Watching Indonesian films on TV really annoys me sometimes. They make it look like Indonesia has no problems, because everyone is travelling abroad all the time.;negative;[0.8047008316118208, 0.15876427819182448, 0.036534890196354725];negative;{'negative': [('no', 0.15380787838151863), ('like', 0.1426839023245016), ('really', 0.1281351294488842), ('abroad', -0.10775926970594077), ('TV', -0.100985793099033), ('me', 0.10022125327376018)], 'neutral': [('really', -0.14426258050845642), ('like', -0.1250695083851303), ('no', -0.12288941328236258), ('abroad', 0.11085492024472901), ('travelling', 0.10537104697136214), ('me', -0.09519974499140672)], 'positive': [('no', -0.029719019041921348), ('like', -0.019145372886354737), ('really', 0.01675755429458212), ('me', -0.01419025741653335), ('the', 0.013610243966507707), ('is', 0.012320819685268292)]}
423;You ungrateful brat! Martial arts are not for showing off! It's to protect oneself! You dared to hit your teacher, what's stopping you from hitting your parents!? You devil, a life for a life! You owe me one life! And you will pay for it with yours!;negative;[0.09145877748704034, 0.672332006854036, 0.23620921565892364];neutral;{'negative': [('You', -0.16779906452980647), ('will', -0.087543505112849), ('one', -0.07689357810941522), ('what', 0.07126801948443116), ('you', -0.07034329233000107), ('not', 0.06796207492544815)], 'neutral': [('You', 0.22525698234122174), ('And', -0.13732145918578864), ('will', 0.110891129236994), ('you', 0.10537711321506303), ('to', -0.08834153599677048), ('what', -0.08304949502785967)], 'positive': [('for', 0.09469727435575141), ('And', 0.0802127067669617), ('You', -0.07041449968124905), ('with', 0.06671915127598994), ('your', -0.06244431936961025), ('to', 0.06187142521803589)]}
173;When in Mangkok Ayam, buying Kwetiaw Siram is a must. At first glance it might not look like much, but when you start eating it, whew, that's a lot of portion for me. The Kwetiaw Siram is still the champion here compared to other places, honestly. The sambal also suits my palate.;positive;[0.504950696013003, 0.1167427962359464, 0.3783065077510505];negative;{'negative': [('also', -0.10511198526728176), ('not', 0.10453753976397775), ('like', 0.09867293479046016), ('here', -0.09866131523011795), ('compared', 0.07366548050346959), ('me', 0.07351914108897861)], 'neutral': [('Kwetiaw', 0.11753238573824877), ('is', -0.11571265599570417), ('The', -0.06969131072763833), ('like', -0.06501269047331218), ('buying', -0.0631267452751128), ('it', -0.062071384060465674)], 'positive': [('here', 0.1113856480721379), ('The', 0.09735180670559077), ('also', 0.0917018753386609), ('is', 0.08414914753176835), ('Kwetiaw', -0.08229378154770092), ('not', -0.08008412860792682)]}
528;Our young national athletes are taking part in Serpong Run 2018 for a test run.;neutral;[0.48649345796906235, 0.45517596808496186, 0.05833057394597579];negative;{'negative': [('Run', 0.14221078758342878), ('run', 0.14149366774291322), ('taking', -0.11629539191595625), ('part', 0.10760640487747089), ('in', -0.08639613714717014), ('for', -0.08035171683295549)], 'neutral': [('taking', 0.14624531699406576), ('run', -0.11557205590118959), ('Run', -0.11481509782256051), ('are', -0.11024558500389006), ('in', 0.0985886661646632), ('part', -0.065405256220923)], 'positive': [('part', -0.033715986893276165), ('young', 0.027381210959551063), ('are', 0.02635225544886952), ('taking', -0.022412743627340272), ('for', 0.019148277119343173), ('Run', -0.018781915462541137)]}
503;Hear it and spread it, oh my ailing country, that when officers are accursed, what's right becomes wrong and what's wrong becomes right.;negative;[0.62001102126163, 0.17639892207192026, 0.20359005666644964];negative;{'negative': [('what', 0.21254737650530509), ('right', -0.1429632128938629), ('and', 0.060096561717570045), ('when', 0.055242531715586254), ('it', 0.05177789195987457), ('country', -0.04524031856492672)], 'neutral': [('and', -0.19367831821337494), ('what', -0.17243658035022424), ('country', 0.0924678578442461), ('becomes', 0.08753523253388507), ('it', -0.06542317591555045), ('are', -0.05674565482272955)], 'positive': [('right', 0.16064944373096196), ('and', 0.14213499231883797), ('becomes', -0.1174627973368081), ('when', -0.04320071741612938), ('spread', -0.041892694445907624), ('country', -0.039872504669653)]}
756;The Harapan Jaya Bus is far more comfortable than the others.;positive;[0.2132977910369922, 0.05358982197092371, 0.7331123869920839];positive;{'negative': [('Bus', -0.15409609284486578), ('comfortable', -0.14093716735726192), ('far', 0.13041126250270432), ('more', 0.1223876678947056), ('than', -0.11907762399463719), ('The', -0.0956239602469551)], 'neutral': [('is', -0.08017024293267384), ('the', -0.048804193389845825), ('The', -0.046729813003720234), ('others', -0.03776302129482082), ('Bus', 0.035363536578889083), ('than', -0.03033937780383135)], 'positive': [('comfortable', 0.15154723418262792), ('than', 0.14231409479968804), ('The', 0.13981882872451223), ('the', 0.13918943212968252), ('more', -0.131325377778538), ('is', 0.1277267723245572)]}
287;Just leave her it you think you're bored with your girlfriend and being in a relationship doesn't mean anything to you;negative;[0.22731379382100983, 0.6455811363861587, 0.1271050697928317];neutral;{'negative': [('you', -0.291816141999008), ('bored', 0.0856566138150653), ('her', -0.07815851167219903), ('being', 0.07536822771643029), ('and', 0.0749047802539989), ('think', 0.06545706042062638)], 'neutral': [('you', 0.2802757016272003), ('and', -0.14916690470809782), ('her', 0.11999435220590118), ('re', -0.07121907765911521), ('bored', -0.06777546068704111), ('being', -0.0647094860393778)], 'positive': [('and', 0.06795220560998659), ('with', 0.05539691801060787), ('re', 0.046890041332834614), ('her', -0.04336146535802689), ('think', -0.04059980856093022), ('anything', -0.03307012298931878)]}
823;You still believe what he says? He buries his own depravity deep inside, but in the end he can't keep his shame hidden forever;negative;[0.48751668603482917, 0.4888205590722458, 0.023662754892925027];neutral;{'negative': [('his', 0.25398032463718584), ('keep', -0.11594671627964412), ('what', 0.11265313146317242), ('believe', 0.10194420385065556), ('own', -0.09999561273227008), ('You', -0.08634292329380319)], 'neutral': [('his', -0.2402153192682705), ('keep', 0.12179686335337524), ('what', -0.11519518635290409), ('own', 0.10151141496345764), ('believe', -0.10142207391599056), ('You', 0.08410280398276247)], 'positive': [('his', -0.013864682861801135), ('can', 0.012740058376301128), ('he', -0.012536702267150712), ('the', 0.009918648078879023), ('He', -0.0065460028965029695), ('keep', -0.005788636121678485)]}
223;This cafe has a lot of amazing snacks, like what they call tahu di lumboenk and vulkano risols. The unique sensation of its presentation and taste will surely make you want them again and again. If you're curious, definitely try some.;positive;[0.137404046831303, 0.047801077093185734, 0.814794876075511];positive;{'negative': [('you', -0.09626736625467495), ('and', -0.09380423826208112), ('will', -0.09237500407477342), ('amazing', -0.09196205081509388), ('like', 0.0720801376683319), ('them', 0.06907548350890459)], 'neutral': [('and', -0.20756475073701425), ('This', -0.07070455548062131), ('di', -0.06492900406358063), ('what', -0.05296321989846764), ('will', 0.04474463602922647), ('you', 0.043804903236664826)], 'positive': [('and', 0.2871484684681763), ('amazing', 0.126799431619762), ('lot', 0.09806360278130156), ('unique', 0.09185707610727269), ('snacks', 0.08715773975255132), ('want', -0.06806476747274813)]}
221;In 2018, KPK was determined to solve the E-KTP and Bibi cases.;neutral;[0.5607407352917329, 0.30215802945012804, 0.1371012352581391];negative;{'negative': [('was', 0.3455169547270777), ('KTP', -0.14225646080941937), ('and', 0.12308435346657114), ('In', -0.1081785152798811), ('2018', 0.054092053647558695), ('KPK', -0.028268584462087618)], 'neutral': [('was', -0.28718296269173843), ('and', -0.22772665106208262), ('KTP', 0.20403788857958435), ('In', 0.11192136045877014), ('the', -0.086857364092786), ('KPK', 0.08310313152667774)], 'positive': [('and', 0.1080081278639975), ('2018', -0.08141948767192798), ('the', 0.07665599654860371), ('KTP', -0.05882850937625554), ('was', -0.05506431660903524), ('KPK', -0.0519350453780155)]}
325;Only flights in Indonesia never appreciate time. Have paid a large amount but the services are not up to snuff.;negative;[0.6525396264548022, 0.1442172019802639, 0.20324317156493352];negative;{'negative': [('not', 0.17022461409471598), ('appreciate', 0.11463343381563326), ('Only', 0.08969089193772893), ('never', -0.08961817946380585), ('in', -0.06889266797591136), ('but', 0.05790407140166546)], 'neutral': [('services', -0.07884034727764146), ('not', -0.07693634704862755), ('appreciate', -0.07608652498016287), ('are', -0.06679337017424865), ('Indonesia', 0.06120932625034382), ('Only', -0.060805549970835045)], 'positive': [('never', 0.12033200598381044), ('services', 0.10623131510777437), ('not', -0.10188361784072927), ('Indonesia', -0.06784744008874691), ('the', 0.06277452823524923), ('appreciate', -0.050324240657691706)]}
664;For a weekend banking service in Bekasi, you may visit the Mandiri Bank's Bekasi Juanda branch, sir.;neutral;[0.016264641378369762, 0.9537099502403276, 0.030025408381302493];neutral;{'negative': [('may', -0.04426047792856542), ('you', -0.020118075173939497), ('branch', -0.01784712997009215), ('service', 0.015515388431192703), ('in', -0.013911854322837687), ('For', -0.011311216040490814)], 'neutral': [('may', 0.10623925823736059), ('branch', 0.056734028077200946), ('service', -0.04806257852685924), ('Mandiri', 0.03887899534948675), ('the', -0.03575953117410331), ('in', 0.0322095166976404)], 'positive': [('may', -0.05824914110886984), ('branch', -0.0362824087715715), ('visit', 0.0352863830971764), ('service', 0.034949205703875934), ('Mandiri', -0.031141273293011047), ('Bank', -0.02860727795615521)]}
975;So sad seeing the sea being turned into a filthy garbage dump;negative;[0.6535158121269261, 0.29598843120799784, 0.05049575666507608];negative;{'negative': [('So', 0.24645208213184921), ('being', 0.10214590250927162), ('sea', -0.09630313277361115), ('filthy', 0.07084205900772869), ('into', -0.06013316021127809), ('sad', 0.04461283718330696)], 'neutral': [('So', -0.24185736906683614), ('sea', 0.1075950260669872), ('being', -0.09273858584766505), ('into', 0.06358523013099752), ('the', -0.056774867700495155), ('filthy', -0.05518360014289153)], 'positive': [('the', 0.02687102474576843), ('filthy', -0.018392847313786206), ('sad', -0.015704308209029794), ('seeing', 0.014821747987046906), ('sea', -0.012775253379766803), ('being', -0.011420732530842014)]}
598;One of the restaurants and hanging spots recommended by my friend which was very good. The location was kinda far from the city, and it's somewhat inside the alleyway even it's not visible from the main road. But the food was amazing, the place was fun, and the price was standard. It was worth every penny. Would love to come again when visiting Malang next time.;positive;[0.1837805480609982, 0.004323263759210131, 0.8118961881797915];positive;{'negative': [('was', 0.36868910440551317), ('the', -0.2149153877261509), ('and', -0.11435860543228388), ('place', -0.10178746495384022), ('amazing', -0.08614524959205558), ('recommended', -0.08408191879949374)], 'neutral': [('was', -0.06749327990261238), ('the', -0.05552331831942169), ('and', -0.05281707823329576), ('good', -0.020861484980653097), ('fun', -0.02005311924720613), ('food', -0.016874663892768902)], 'positive': [('was', -0.2972381208005348), ('the', 0.27534006199402644), ('and', 0.16974953153630376), ('place', 0.11891183322120479), ('fun', 0.10104953953152819), ('recommended', 0.09647800394665253)]}
23;On the Spot is airing now on Trans7;neutral;[0.5495538187896905, 0.2532687977422572, 0.19717738346805236];negative;{'negative': [('now', 0.3389741649053515), ('Spot', -0.18618251639187158), ('is', 0.10259031309546304), ('the', -0.01135274304883139), ('On', 0.00475030985549478), ('on', 0.003203764922475278)], 'neutral': [('is', -0.21220855867761892), ('the', -0.12148857191471137), ('on', 0.07769894455584958), ('On', 0.07640448960712228), ('now', 0.03430321204123053), ('Spot', 0.010958942310224202)], 'positive': [('now', -0.37327737694658236), ('Spot', 0.17522357408164707), ('the', 0.13284131496354282), ('is', 0.10961824558215587), ('On', -0.08115479946261715), ('on', -0.08090270947832473)]}
511;Truly a tasty and addicting fried chicken. The spicy sambal makes the dining sensation even better when accompanied with warm rice and iced sweet tea.;positive;[0.0349116617131364, 0.018985144684879173, 0.9461031936019844];positive;{'negative': [('fried', -0.08105466413488295), ('with', -0.048881580951402125), ('tasty', -0.043035701762335385), ('tea', -0.04049341262939266), ('sambal', -0.03853232733941061), ('even', 0.037406508068365346)], 'neutral': [('and', -0.11843553083895136), ('fried', -0.05238799751788374), ('tea', -0.050920458888877994), ('sambal', -0.03916353878082138), ('better', -0.037717953845979674), ('with', -0.0367246244408614)], 'positive': [('and', 0.15209138651982865), ('fried', 0.12766246156477445), ('tea', 0.08433841376135014), ('with', 0.07795683469855655), ('sambal', 0.07352887802768766), ('tasty', 0.06954657038354019)]}
12;I have registered but haven't received any messages from 5111;negative;[0.5156737197233245, 0.45666531379624176, 0.027660966480433733];negative;{'negative': [('any', 0.2808280246937695), ('but', 0.06954953148774845), ('received', -0.05724018102647067), ('messages', -0.04688917492096642), ('registered', -0.04206987543986028), ('from', -0.04058521544451576)], 'neutral': [('any', -0.28359593405424116), ('received', 0.0701039789419072), ('but', -0.060293699937891396), ('messages', 0.04675330043927147), ('registered', 0.04377965208550577), ('from', 0.033224376324911424)], 'positive': [('received', -0.013185112823573293), ('but', -0.009666936817324664), ('from', 0.007051320122847767), ('have', 0.004415800189105041), ('any', 0.002410953815665053), ('registered', -0.001991634049622946)]}
